image_path,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,n,n0,n1,B0min,B0mean,B1min,B1mean,D1mean,P1mean,P1max,dim0_n30,dim0_n60,dim0_n90,dim0_n120,dim0_n150,dim0_n180,dim0_n210,dim0_n240,dim0_nlarger,dim0_P10,dim1_n30,dim1_n60,dim1_n90,dim1_n120,dim1_n150,dim1_n180,dim1_n210,dim1_n240,dim1_nlarger,dim1_P10,label
05_DEBRIS/debris (568).tif,2194,934,1260,24.0,168.82762312633832,46.0,202.15396825396826,211.04126984126984,8.887301587301588,69.0,1,18,16,36,138,334,348,43,0,347,0,5,4,16,33,82,624,492,4,402,1976,863,1113,13.0,142.30822711471612,19.0,179.59389038634322,188.68014375561546,9.086253369272237,67.0,30,40,29,97,221,317,118,11,0,298,4,39,17,9,45,311,566,122,0,358,2372,1015,1357,42.0,174.4768472906404,52.0,203.62196020633752,211.87767133382462,8.255711127487103,54.0,0,8,25,33,83,361,445,60,0,348,0,1,10,32,20,55,657,577,5,400,5
05_DEBRIS/debris (569).tif,2157,905,1252,50.0,159.71049723756906,99.0,204.99361022364218,215.02076677316293,10.027156549520766,65.0,0,1,13,62,262,348,191,28,0,445,0,0,0,1,9,102,606,532,2,457,1851,779,1072,26.0,116.78562259306804,69.0,173.36287313432837,183.30410447761193,9.941231343283581,70.0,4,46,146,221,214,122,26,0,0,384,0,0,17,31,101,447,452,24,0,367,2261,934,1327,57.0,154.85974304068523,104.0,196.8214016578749,205.6623963828184,8.840994724943481,55.0,0,1,12,110,264,349,192,6,0,415,0,0,0,4,29,147,872,275,0,424,5
05_DEBRIS/debris (57).tif,1325,535,790,35.0,188.04859813084113,104.0,231.54556962025316,238.0987341772152,6.553164556962026,69.0,0,3,17,51,68,75,82,174,65,135,0,0,0,6,10,39,73,169,493,153,1031,421,610,19.0,141.04275534441805,33.0,204.32131147540983,210.92295081967214,6.601639344262295,110.0,5,71,68,44,52,36,18,127,0,112,0,13,21,32,47,35,61,323,78,106,1255,512,743,36.0,173.580078125,83.0,217.69044414535665,224.0551816958277,6.364737550471063,85.0,0,5,39,60,76,80,64,187,1,131,0,0,5,11,34,78,67,401,147,135,5
05_DEBRIS/debris (570).tif,1996,858,1138,35.0,177.36713286713288,61.0,213.0738137082601,222.27328646748683,9.199472759226714,83.0,0,31,35,32,146,173,157,233,51,268,0,0,14,11,39,141,215,389,329,342,1717,770,947,6.0,74.2935064935065,16.0,118.03590285110876,127.73072861668426,9.694825765575501,183.0,136,324,127,43,37,26,13,64,0,173,33,195,221,130,106,31,37,193,1,240,1824,809,1015,30.0,105.39184177997528,43.0,147.50443349753695,156.54187192118226,9.03743842364532,137.0,1,128,319,131,76,50,29,75,0,217,0,15,173,249,151,124,64,223,16,262,5
05_DEBRIS/debris (571).tif,1534,597,937,37.0,170.9715242881072,61.0,224.14407684098185,232.5848452508004,8.44076840981857,68.0,0,8,25,109,86,103,81,117,68,199,0,0,1,18,37,49,104,256,472,259,1191,477,714,17.0,115.74842767295597,25.0,186.06442577030813,195.03361344537817,8.969187675070028,94.0,16,127,81,66,52,22,16,97,0,158,2,36,39,37,66,85,98,326,25,161,1427,569,858,41.0,151.62917398945518,63.0,206.33566433566435,214.60256410256412,8.266899766899767,76.0,0,16,99,84,100,75,52,143,0,176,0,0,15,45,36,84,164,439,75,212,5
05_DEBRIS/debris (572).tif,1623,728,895,32.0,162.82554945054946,47.0,190.67932960893856,197.93519553072625,7.255865921787709,55.0,0,7,9,41,193,258,158,61,1,246,0,1,1,11,28,239,435,164,16,209,1426,644,782,5.0,123.39596273291926,20.0,153.57033248081842,161.16368286445012,7.593350383631714,60.0,21,29,76,167,195,104,33,19,0,200,7,18,17,74,226,278,104,58,0,201,1715,770,945,34.0,161.64155844155843,48.0,188.93968253968254,195.74603174603175,6.806349206349206,43.0,0,12,23,27,186,306,159,57,0,241,0,3,6,9,30,265,455,177,0,236,5
05_DEBRIS/debris (573).tif,1528,631,897,79.0,162.9445324881141,124.0,212.36231884057972,222.0133779264214,9.651059085841695,82.0,0,0,3,50,220,183,93,70,12,250,0,0,0,0,15,130,268,266,218,265,1306,596,710,26.0,75.93120805369128,47.0,123.87605633802816,134.45774647887325,10.58169014084507,123.0,3,243,213,74,31,21,8,3,0,171,0,22,176,227,119,52,40,69,5,194,1404,624,780,53.0,113.10576923076923,80.0,159.32564102564103,168.90384615384616,9.578205128205129,97.0,0,3,162,257,118,52,23,9,0,213,0,0,9,134,251,165,83,126,12,218,5
05_DEBRIS/debris (574).tif,1970,872,1098,53.0,168.96559633027522,133.0,201.46357012750457,210.07103825136613,8.607468123861567,84.0,0,2,5,53,162,287,324,36,3,223,0,0,0,0,20,128,671,162,117,297,1897,852,1045,13.0,57.97652582159625,24.0,83.6334928229665,91.59904306220096,7.9655502392344495,162.0,41,425,372,7,2,2,0,3,0,141,1,159,654,135,38,17,16,21,4,197,1880,831,1049,22.0,79.97472924187726,39.0,108.10962821734985,115.65776930409915,7.548141086749285,144.0,13,226,271,296,16,4,1,4,0,154,0,71,188,560,130,46,26,28,0,201,5
05_DEBRIS/debris (575).tif,1721,740,981,49.0,144.83513513513515,99.0,193.39653414882773,207.7981651376147,14.401630988786952,79.0,0,2,14,68,379,227,45,5,0,364,0,0,0,1,16,332,398,177,57,431,1874,844,1030,15.0,49.093601895734594,35.0,82.38349514563107,94.61553398058253,12.232038834951457,148.0,34,669,119,18,4,0,0,0,0,281,0,249,516,142,64,36,19,4,0,362,1931,869,1062,42.0,82.56846950517837,69.0,117.14971751412429,127.82015065913372,10.670433145009417,125.0,0,47,611,170,35,6,0,0,0,309,0,0,185,514,212,89,49,13,0,355,5
05_DEBRIS/debris (576).tif,2026,886,1140,54.0,148.54966139954854,127.0,192.7201754385965,205.6201754385965,12.9,83.0,0,1,1,42,494,287,38,22,1,419,0,0,0,0,11,461,384,190,94,473,2220,1006,1214,20.0,44.33399602385686,37.0,73.14003294892916,83.30148270181219,10.161449752883032,164.0,47,896,42,14,4,3,0,0,0,294,0,551,479,88,43,18,21,14,0,385,2253,1012,1241,46.0,75.30632411067194,69.0,104.91377921031426,114.43513295729251,9.521353746978244,146.0,0,97,806,80,21,3,5,0,0,309,0,0,477,534,115,57,37,21,0,381,5
05_DEBRIS/debris (577).tif,983,457,526,51.0,164.81400437636762,84.0,200.46007604562737,209.50380228136882,9.043726235741445,80.0,0,7,26,32,51,148,170,23,0,153,0,0,3,7,17,34,278,177,10,152,869,419,450,19.0,127.87350835322195,31.0,168.63111111111112,177.95555555555555,9.324444444444444,84.0,19,35,34,59,107,139,23,3,0,131,0,11,15,16,37,175,176,20,0,130,1120,516,604,54.0,166.68410852713177,79.0,197.40562913907286,204.80132450331126,7.395695364238411,58.0,0,3,28,29,58,173,209,16,0,153,0,0,1,15,15,37,376,160,0,148,5
05_DEBRIS/debris (578).tif,2270,957,1313,50.0,164.97701149425288,89.0,207.55445544554456,218.4980959634425,10.943640517897943,75.0,0,3,1,53,334,325,85,145,11,376,0,0,1,0,31,269,412,245,355,483,2182,957,1225,19.0,68.17972831765935,30.0,113.65877551020408,123.58938775510204,9.93061224489796,178.0,12,687,120,36,13,15,9,65,0,257,1,187,529,141,49,31,39,246,2,345,2181,949,1232,49.0,102.3709167544784,66.0,142.91883116883116,152.39691558441558,9.478084415584416,137.0,0,18,576,171,56,23,18,87,0,281,0,0,145,496,171,81,53,268,18,361,5
05_DEBRIS/debris (579).tif,1876,785,1091,75.0,151.43949044585986,134.0,202.19340054995416,214.30797433547204,12.114573785517873,77.0,0,0,1,35,406,255,65,22,1,373,0,0,0,0,13,283,374,280,141,438,1963,874,1089,24.0,48.85697940503432,40.0,85.03673094582186,96.11570247933884,11.078971533516988,156.0,23,722,99,23,6,1,0,0,0,258,0,320,421,182,86,55,19,6,0,335,1982,868,1114,44.0,81.51958525345623,66.0,118.3572710951526,128.52513464991023,10.16786355475763,134.0,0,53,623,144,35,9,4,0,0,280,0,0,244,450,226,121,57,16,0,345,5
05_DEBRIS/debris (58).tif,1647,664,983,85.0,162.55722891566265,116.0,211.85350966429297,220.99593082400813,9.142421159715157,75.0,0,0,3,70,212,201,90,73,15,238,0,0,0,1,20,163,270,264,265,293,1472,649,823,26.0,70.43913713405239,38.0,116.3584447144593,125.91251518833536,9.554070473876063,162.0,2,301,240,62,19,11,7,7,0,174,0,51,293,192,117,36,43,88,3,209,1607,679,928,54.0,105.64359351988217,68.0,151.66163793103448,160.2144396551724,8.55280172413793,128.0,0,12,234,279,94,30,18,12,0,194,0,0,40,225,264,172,78,144,5,226,5
05_DEBRIS/debris (580).tif,1967,862,1105,74.0,148.86310904872389,116.0,194.96199095022624,208.31493212669685,13.352941176470589,82.0,0,0,5,89,471,194,47,52,4,417,0,0,0,1,48,410,291,210,145,465,2250,1037,1213,13.0,42.8784956605593,27.0,72.29183841714757,81.78647980214345,9.494641384995878,179.0,197,765,37,15,6,3,0,14,0,269,7,694,334,54,24,17,18,65,0,341,2226,1001,1225,30.0,68.37462537462538,47.0,101.03755102040816,110.13551020408163,9.097959183673469,155.0,2,441,469,47,17,8,2,15,0,303,0,42,650,317,71,34,30,78,3,340,5
05_DEBRIS/debris (581).tif,1129,466,663,47.0,165.21030042918454,96.0,207.65158371040724,215.10105580693815,7.44947209653092,116.0,0,8,16,71,119,88,46,92,26,130,0,0,0,7,41,128,145,93,249,141,1119,497,622,17.0,90.19315895372233,34.0,131.5305466237942,137.7411575562701,6.210610932475884,117.0,27,254,70,31,12,12,3,88,0,84,0,129,142,76,46,27,26,171,5,104,1185,502,683,46.0,123.85458167330677,60.0,163.89458272327965,169.85651537335286,5.961932650073207,113.0,0,26,190,90,56,25,26,89,0,87,0,1,90,125,105,76,49,230,7,113,5
05_DEBRIS/debris (582).tif,1690,741,949,52.0,159.93117408906883,76.0,201.2223393045311,211.536354056902,10.314014752370916,75.0,0,4,26,55,170,270,191,25,0,299,0,0,2,2,12,113,506,303,11,325,1460,650,810,21.0,126.07230769230769,28.0,172.2358024691358,183.35802469135803,11.122222222222222,102.0,9,38,65,157,184,157,38,2,0,260,3,4,9,11,104,364,265,49,1,275,1928,839,1089,45.0,165.2216924910608,61.0,199.09458218549128,207.8714416896235,8.776859504132231,61.0,0,5,19,37,149,348,262,19,0,296,0,0,2,3,10,102,733,239,0,320,5
05_DEBRIS/debris (583).tif,1296,531,765,32.0,166.3050847457627,100.0,218.0313725490196,226.55555555555554,8.524183006535948,82.0,0,3,8,87,135,104,73,103,18,190,0,0,0,4,32,60,175,200,294,226,1078,466,612,18.0,78.1695278969957,32.0,138.2058823529412,146.97875816993465,8.772875816993464,129.0,16,209,126,49,25,11,8,22,0,126,0,55,146,94,65,54,64,127,7,142,1201,523,678,36.0,116.54875717017208,63.0,171.547197640118,179.8480825958702,8.300884955752212,95.0,0,26,169,138,86,33,30,41,0,150,0,0,28,126,114,87,109,200,14,163,5
05_DEBRIS/debris (584).tif,1836,782,1054,34.0,127.95652173913044,64.0,187.55977229601518,203.58159392789375,16.02182163187856,92.0,0,10,31,293,328,75,16,26,3,396,0,0,4,12,138,359,250,158,133,481,2449,1118,1331,0.0,25.539355992844364,10.0,49.92787377911345,58.42374154770849,8.49586776859504,174.0,881,220,13,1,1,0,0,2,0,264,186,932,127,33,14,11,6,22,0,348,2425,1104,1321,0.0,23.87409420289855,16.0,54.269492808478425,63.129447388342165,8.85995457986374,162.0,866,204,27,3,1,0,2,1,0,292,269,751,159,61,25,16,12,28,0,356,5
05_DEBRIS/debris (585).tif,1695,720,975,18.0,152.82361111111112,47.0,197.34974358974358,205.93333333333334,8.583589743589744,70.0,2,19,68,71,130,211,178,41,0,284,0,4,11,40,42,100,429,283,66,272,1485,643,842,10.0,110.78382581648522,20.0,162.07600950118766,170.7541567695962,8.678147268408551,83.0,82,61,88,83,150,142,29,8,0,233,18,62,29,22,84,287,247,91,2,220,1832,775,1057,30.0,155.81032258064516,52.0,193.11825922421949,200.87701040681173,7.758751182592242,70.0,2,35,54,62,118,241,221,42,0,270,0,1,38,31,39,101,533,313,1,283,5
05_DEBRIS/debris (586).tif,1742,748,994,60.0,148.39171122994654,92.0,179.01106639839034,186.95875251509054,7.9476861167002015,80.0,0,1,21,109,229,300,88,0,0,269,0,0,0,7,77,440,415,55,0,274,1575,692,883,28.0,108.1907514450867,39.0,143.88448471121177,151.49716874292184,7.61268403171008,73.0,6,59,141,206,223,54,3,0,0,230,0,8,26,96,399,286,68,0,0,220,1960,848,1112,58.0,152.63561320754718,85.0,179.5638489208633,186.4181654676259,6.85431654676259,55.0,0,2,16,94,228,406,102,0,0,249,0,0,1,17,47,476,536,35,0,262,5
05_DEBRIS/debris (587).tif,1603,686,917,31.0,134.07580174927114,52.0,196.21592148309705,209.17666303162486,12.960741548527809,102.0,0,17,58,259,172,64,31,80,5,323,0,2,5,32,135,197,131,162,253,389,1679,748,931,2.0,37.419786096256686,13.0,85.22126745435015,94.71965628356605,9.498388829215896,160.0,453,231,23,7,11,5,2,16,0,156,116,424,119,39,40,43,40,109,1,238,1641,698,943,2.0,46.52865329512894,19.0,102.96712619300106,112.3287380699894,9.361611876988334,134.0,322,248,56,24,14,9,10,15,0,179,48,340,154,83,55,60,65,138,0,266,5
05_DEBRIS/debris (588).tif,2199,962,1237,34.0,173.58419958419958,90.0,207.06628940986258,217.4907033144705,10.424413904607922,65.0,0,1,24,17,129,423,244,120,4,409,0,0,1,6,19,74,586,505,46,442,1939,855,1084,18.0,150.23157894736843,47.0,189.7970479704797,201.30719557195573,11.510147601476016,77.0,1,41,9,92,293,238,116,65,0,371,0,10,11,3,34,301,490,230,5,407,2280,986,1294,47.0,179.8367139959432,86.0,212.82766615146832,222.85394126738794,10.02627511591963,70.0,0,1,21,24,72,395,317,150,6,424,0,0,4,9,6,22,515,664,74,459,5
05_DEBRIS/debris (589).tif,2182,973,1209,99.0,154.81706063720452,139.0,189.12489660876759,201.23407775020678,12.109181141439207,82.0,0,0,0,12,365,551,41,4,0,407,0,0,0,0,4,504,509,166,26,497,2464,1129,1335,22.0,50.66784765279008,39.0,73.75955056179775,82.87116104868913,9.111610486891387,156.0,9,972,132,12,4,0,0,0,0,303,0,311,826,140,38,13,7,0,0,396,2527,1140,1387,50.0,83.64122807017544,70.0,107.90843547224225,116.55948089401586,8.651045421773611,130.0,0,5,886,220,25,3,1,0,0,324,0,0,196,914,207,54,15,1,0,399,5
05_DEBRIS/debris (59).tif,2129,913,1216,88.0,148.55093099671413,126.0,194.62088815789474,207.3503289473684,12.729440789473685,96.0,0,0,1,62,530,239,39,36,6,420,0,0,0,0,34,483,326,197,176,520,2278,1052,1226,5.0,44.165399239543724,36.0,74.60277324632953,85.31566068515498,10.71288743882545,179.0,50,930,51,10,5,2,0,4,0,291,0,639,373,91,42,18,17,45,1,387,2200,1010,1190,45.0,74.63267326732674,66.0,106.85042016806723,117.55210084033614,10.701680672268907,158.0,0,133,765,82,12,12,0,6,0,312,0,0,508,440,101,56,25,59,1,378,5
05_DEBRIS/debris (590).tif,1813,781,1032,40.0,143.12804097311138,49.0,177.13856589147287,185.7781007751938,8.63953488372093,68.0,0,4,18,142,309,241,52,15,0,284,0,1,0,10,113,490,332,77,9,299,1653,722,931,10.0,104.8601108033241,23.0,138.50912996777657,147.04296455424276,8.533834586466165,68.0,7,48,183,263,166,45,4,6,0,251,3,6,50,168,412,227,41,22,2,274,2015,886,1129,42.0,148.23024830699774,61.0,177.53144375553586,185.44464127546502,7.913197519929141,60.0,0,4,12,105,345,334,78,8,0,302,0,0,5,10,84,537,416,74,3,327,5
05_DEBRIS/debris (591).tif,2324,1013,1311,80.0,170.63770977295164,142.0,204.36460717009916,213.08619374523263,8.721586575133486,61.0,0,0,2,40,165,419,346,41,0,401,0,0,0,0,3,87,759,450,12,408,2147,936,1211,35.0,146.19551282051282,110.0,183.72006606110654,192.55573905862923,8.835672997522709,74.0,0,5,31,130,339,330,98,3,0,366,0,0,0,2,56,435,643,75,0,372,2654,1151,1503,87.0,177.2128583840139,138.0,205.80771789753825,213.99933466400532,8.191616766467066,59.0,0,0,2,10,126,463,511,39,0,435,0,0,0,0,4,43,901,553,2,461,5
05_DEBRIS/debris (592).tif,1292,546,746,57.0,173.54395604395606,117.0,219.13404825737265,227.5214477211796,8.38739946380697,79.0,0,1,5,68,131,107,88,125,21,169,0,0,0,2,17,92,141,205,289,202,1056,473,583,16.0,88.4693446088795,37.0,149.1303602058319,157.99656946826758,8.866209262435678,153.0,15,182,134,51,23,10,9,49,0,123,0,27,125,92,67,60,42,167,3,135,1223,544,679,44.0,126.3033088235294,69.0,177.61855670103094,185.5640648011782,7.945508100147276,116.0,0,6,150,158,91,43,23,73,0,150,0,0,21,91,115,106,106,220,20,162,5
05_DEBRIS/debris (593).tif,2091,880,1211,15.0,154.92045454545453,33.0,188.3889347646573,196.87943848059456,8.490503715937242,71.0,3,3,7,72,244,442,103,6,0,350,0,1,0,9,19,277,810,93,2,353,1903,802,1101,14.0,118.8927680798005,20.0,154.4141689373297,163.12352406902815,8.709355131698455,80.0,5,39,86,243,338,81,8,2,0,320,4,9,11,32,340,613,79,13,0,322,2283,966,1317,29.0,159.1583850931677,69.0,188.30447987851176,196.14958238420652,7.8451025056947605,56.0,2,1,14,47,222,520,153,7,0,358,0,0,2,13,11,266,950,75,0,365,5
05_DEBRIS/debris (594).tif,2160,957,1203,52.0,148.64994775339602,79.0,188.50706566916043,201.11803823773897,12.610972568578553,88.0,0,1,9,103,441,321,35,42,5,411,0,0,1,11,40,538,354,134,125,500,2607,1170,1437,9.0,39.94444444444444,22.0,62.87891440501044,70.77522616562283,7.896311760612387,134.0,258,852,35,6,4,1,0,14,0,273,17,1002,280,64,11,8,5,50,0,361,2568,1151,1417,27.0,64.71763683753258,39.0,88.65208186309104,96.69654199011997,8.044460127028934,131.0,5,609,451,49,9,6,3,19,0,292,0,141,895,222,63,24,10,62,0,391,5
05_DEBRIS/debris (595).tif,2333,1004,1329,55.0,175.91932270916334,85.0,211.25056433408577,222.05267118133935,10.802106847253574,67.0,0,1,13,32,100,436,307,107,8,374,0,0,1,5,20,88,527,509,179,494,2095,914,1181,14.0,64.85229759299781,29.0,99.22184589331076,109.25402201524132,10.032176121930567,165.0,28,449,348,54,16,11,1,7,0,242,1,93,531,333,93,49,36,44,1,356,2116,915,1201,49.0,97.89180327868853,67.0,132.59200666111573,142.13488759367195,9.542880932556203,134.0,0,17,421,342,85,22,16,12,0,271,0,0,97,481,346,119,71,85,2,350,5
05_DEBRIS/debris (596).tif,1806,767,1039,20.0,168.4367666232073,47.0,208.2531280076997,216.68816169393648,8.435033686236766,60.0,1,10,21,43,112,259,264,57,0,324,0,1,1,3,9,51,449,520,5,324,1601,669,932,10.0,133.54708520179372,22.0,180.3744635193133,188.29721030042919,7.92274678111588,62.0,20,41,45,107,180,194,75,7,0,284,1,8,13,19,50,265,517,59,0,253,1922,788,1134,38.0,165.2703045685279,70.0,201.85802469135803,209.07760141093473,7.21957671957672,56.0,0,10,26,49,124,288,264,27,0,316,0,0,4,12,17,64,662,375,0,290,5
05_DEBRIS/debris (597).tif,1842,752,1090,28.0,153.1755319148936,54.0,203.98440366972477,213.54495412844037,9.560550458715596,78.0,1,25,30,94,169,207,190,36,0,336,0,2,11,7,38,85,381,561,5,357,1581,637,944,10.0,110.02668759811617,23.0,168.1228813559322,177.34851694915255,9.225635593220339,74.0,40,97,87,132,124,113,44,0,0,294,7,18,57,40,80,273,434,35,0,291,1911,784,1127,41.0,149.5612244897959,62.0,195.1765749778172,203.93256433007986,8.755989352262644,60.0,0,23,50,128,152,218,195,18,0,339,0,0,12,30,53,107,572,353,0,360,5
05_DEBRIS/debris (598).tif,1794,778,1016,25.0,151.02699228791775,41.0,187.78543307086613,196.5748031496063,8.789370078740157,94.0,6,17,39,107,190,239,118,62,0,261,0,2,4,34,66,267,420,201,22,302,1507,650,857,6.0,101.31076923076922,17.0,144.57876312718787,153.68028004667445,9.101516919486581,119.0,51,113,101,147,144,57,13,24,0,212,8,40,80,95,213,263,72,86,0,233,1811,773,1038,31.0,147.5588615782665,53.0,182.78420038535646,190.7456647398844,7.961464354527938,92.0,0,23,60,122,158,253,105,52,0,237,0,1,15,41,100,247,451,182,1,275,5
05_DEBRIS/debris (599).tif,1990,881,1109,29.0,141.36208853575482,96.0,186.4941388638413,201.05229936880073,14.558160504959423,94.0,1,10,8,93,519,191,47,11,1,412,0,0,0,1,52,512,316,169,59,515,2243,1006,1237,3.0,45.508946322067594,30.0,75.2603071948262,86.22231204527081,10.962004850444623,142.0,82,808,79,29,6,2,0,0,0,301,1,516,480,101,82,40,14,3,0,421,2295,1030,1265,20.0,80.3873786407767,50.0,111.00237154150197,121.24505928853755,10.242687747035573,130.0,2,61,770,138,46,13,0,0,0,310,0,1,331,604,163,116,38,12,0,418,5
05_DEBRIS/debris (6).tif,1945,863,1082,26.0,146.5457705677868,141.0,192.06839186691312,207.69500924214418,15.626617375231053,83.0,1,4,6,41,474,299,35,2,1,427,0,0,0,0,12,370,488,173,39,517,2199,997,1202,7.0,46.79939819458375,32.0,76.346921797005,87.93677204658901,11.589850249584027,135.0,35,842,112,8,0,0,0,0,0,321,0,295,678,152,54,22,1,0,0,418,2207,1002,1205,29.0,80.52195608782435,63.0,111.08796680497926,121.93775933609959,10.849792531120332,116.0,2,32,775,171,19,3,0,0,0,331,0,0,200,676,229,89,11,0,0,421,5
05_DEBRIS/debris (60).tif,1727,708,1019,15.0,137.5225988700565,55.0,182.91069676153091,193.00785083415113,10.097154072620215,111.0,8,45,56,123,165,204,79,28,0,289,0,3,18,56,103,222,413,167,37,348,1588,689,899,8.0,84.87953555878084,15.0,132.7741935483871,141.95216907675194,9.17797552836485,135.0,122,170,106,85,121,59,3,23,0,230,24,108,117,82,148,273,81,66,0,262,1770,744,1026,23.0,132.34677419354838,42.0,172.182261208577,180.95029239766083,8.768031189083821,101.0,1,69,103,141,112,185,93,40,0,254,0,13,57,88,109,179,437,141,2,300,5
05_DEBRIS/debris (600).tif,1610,691,919,27.0,132.01736613603472,52.0,192.240478781284,206.4646354733406,14.224156692056583,95.0,1,6,59,269,201,61,28,63,3,331,0,1,0,26,135,240,173,180,164,391,1783,817,966,0.0,38.04283965728274,15.0,71.2567287784679,82.21532091097309,10.958592132505176,176.0,490,255,28,4,4,5,4,27,0,163,83,533,158,57,24,28,23,59,1,248,1694,780,914,4.0,43.937179487179485,19.0,84.88293216630197,96.00328227571116,11.120350109409191,176.0,428,230,56,12,7,6,8,33,0,204,68,395,152,108,49,30,41,71,0,249,5
05_DEBRIS/debris (601).tif,1322,553,769,83.0,161.34900542495478,115.0,213.2743823146944,222.11053315994798,8.836150845253576,76.0,0,0,8,82,161,143,70,75,14,203,0,0,0,1,13,115,202,216,222,221,1111,507,604,25.0,69.01775147928994,47.0,122.1705298013245,131.1291390728477,8.958609271523178,146.0,4,242,179,46,19,7,4,6,0,141,0,34,174,139,99,50,51,53,4,147,1229,545,684,48.0,108.56146788990826,67.0,158.98245614035088,167.0672514619883,8.084795321637428,116.0,0,15,177,206,75,39,18,15,0,157,0,0,29,118,177,137,104,111,8,164,5
05_DEBRIS/debris (602).tif,1518,592,926,41.0,161.65202702702703,69.0,218.67170626349892,226.5291576673866,7.857451403887689,75.0,0,10,12,137,137,79,68,113,36,238,0,0,1,4,68,94,109,245,405,223,1206,515,691,15.0,84.65825242718446,20.0,152.86685962373372,161.42112879884226,8.554269175108539,150.0,22,231,113,48,18,25,18,40,0,166,2,71,115,68,82,61,67,219,6,157,1367,573,794,44.0,124.35951134380454,63.0,181.44836272040303,189.40428211586902,7.955919395465995,107.0,0,24,192,121,72,36,61,67,0,188,0,0,33,103,104,113,112,312,17,196,5
05_DEBRIS/debris (603).tif,1829,788,1041,24.0,160.45812182741116,40.0,202.91258405379443,212.35446685878964,9.441882804995197,72.0,2,17,25,62,140,297,209,36,0,318,0,4,12,18,35,71,423,458,20,302,1460,640,820,9.0,123.1484375,25.0,178.53658536585365,189.18780487804878,10.651219512195121,86.0,31,65,49,120,186,127,50,12,0,255,3,30,22,17,69,185,323,171,0,241,1976,852,1124,42.0,166.73239436619718,77.0,203.16725978647688,211.66014234875445,8.49288256227758,68.0,0,8,37,57,111,308,272,59,0,291,0,0,12,26,29,80,443,519,15,321,5
05_DEBRIS/debris (604).tif,1553,628,925,68.0,162.10668789808918,95.0,212.9189189189189,222.0,9.08108108108108,82.0,0,0,4,80,185,173,102,72,12,246,0,0,0,2,34,132,236,270,251,277,1340,584,756,24.0,77.86986301369863,38.0,130.8478835978836,140.38095238095238,9.533068783068783,165.0,4,263,163,82,25,21,12,14,0,170,0,73,157,155,106,78,84,100,3,176,1456,639,817,53.0,114.63849765258216,65.0,161.83353733170134,170.8482252141983,9.01468788249694,130.0,0,13,199,197,121,48,37,24,0,201,0,0,47,148,172,154,124,164,8,209,5
05_DEBRIS/debris (605).tif,1762,742,1020,31.0,176.15902964959568,98.0,221.98235294117646,229.84901960784313,7.866666666666666,85.0,0,2,16,97,113,143,162,173,36,299,0,0,0,13,30,94,115,350,418,283,1314,570,744,17.0,107.35087719298245,23.0,172.18817204301075,180.59677419354838,8.408602150537634,102.0,7,156,107,65,93,69,39,34,0,231,1,41,80,52,57,96,156,245,16,184,1623,682,941,37.0,147.33137829912025,45.0,197.37513283740702,204.97449521785336,7.599362380446333,79.0,0,17,114,106,96,145,118,85,1,245,0,1,33,62,56,93,209,437,50,233,5
05_DEBRIS/debris (606).tif,1139,463,676,42.0,185.10151187904967,63.0,221.4940828402367,227.8949704142012,6.400887573964497,95.0,0,9,28,58,43,43,56,171,55,126,0,0,7,14,38,49,63,119,386,128,984,431,553,14.0,129.40371229698377,25.0,172.5732368896926,177.7613019891501,5.188065099457504,83.0,57,107,26,24,35,6,18,158,0,89,8,77,58,24,23,28,21,310,4,82,1111,461,650,29.0,156.80260303687635,44.0,195.44,200.52153846153846,5.081538461538462,72.0,1,56,62,46,37,47,28,183,1,97,0,21,36,62,29,39,53,385,25,94,5
05_DEBRIS/debris (607).tif,2028,859,1169,48.0,119.15483119906868,94.0,171.18049615055602,187.20958083832335,16.029084687767323,98.0,0,1,55,450,289,49,13,2,0,432,0,0,0,17,312,462,227,117,34,544,2403,1074,1329,11.0,34.589385474860336,26.0,60.21670428893905,70.80662151993981,10.589917231000753,179.0,436,604,27,6,1,0,0,0,0,285,8,875,318,88,24,12,3,1,0,350,2293,1022,1271,8.0,31.734833659491194,25.0,62.523210070810386,73.97954366640441,11.456333595594021,188.0,554,429,34,5,0,0,0,0,0,348,26,743,323,120,39,12,6,2,0,370,5
